LAU212CD,LAU212NM,FID
UKJ3303036,West End South,7983
UKJ3302046,Alton Westbrooke,7984
UKJ3306034,Yateley West,7985
UKJ2406043,Bolney,7986
UKJ3304015,Fareham East,7987
UKJ3302047,Alton Whitedown,7988
UKJ3307015,Barncroft,7989
UKJ2406044,Burgess Hill Dunstall,7990
UKJ3304016,Fareham North,7991
UKJ3302048,Alton Wooteys,7992
UKJ3307016,Battins,7993
UKJ2406045,Burgess Hill Franklands,7994
UKJ3304017,Fareham North-West,7995
UKJ3307017,Bedhampton,7996
UKJ2406046,Burgess Hill Leylands,7997
UKJ3304018,Fareham South,7998
UKJ3307018,Bondfields,7999
UKJ2406047,Burgess Hill Meeds,8000
UKJ4100038,Gillingham South,8001
UKJ4206044,High Street,8002
UKJ4206045,Marden and Yalding,8003
UKJ4206046,North Downs,8004
UKJ4206047,Park Wood,8005
UKJ4206048,Shepway North,8006
UKJ4206049,Shepway South,8007
UKJ4206051,Sutton Valence and Langley,8008
UKJ4206052,Coxheath and Hunton,8009
UKJ4206053,Loose,8010
UKJ4206054,South,8011
UKJ4207008,Eynsford,8012
UKJ4207011,""Halstead, Knockholt and Badgers Mount"",8013
UKJ4207014,Kemsing,8014
UKJ4207031,Westerham and Crockham Hill,8015
UKJ4207044,Ash and New Ash Green,8016
UKJ4207045,""Brasted, Chevening and Sundridge"",8017
UKJ4207046,Cowden and Hever,8018
UKJ4207047,Crockenhill and Well Hill,8019
UKJ4207048,Dunton Green and Riverhead,8020
UKJ4207049,Edenbridge North and East,8021
UKJ4207050,Edenbridge South and West,8022
UKJ4207051,""Farningham, Horton Kirby and South Darenth"",8023
UKJ4207052,Fawkham and West Kingsdown,8024
UKJ4207053,Hartley and Hodsoll Street,8025
UKJ4207054,Hextable,8026
UKJ4207055,Leigh and Chiddingstone Causeway,8027
UKJ4207056,Otford and Shoreham,8028
UKJ4207057,""Penshurst, Fordcombe and Chiddingstone"",8029
UKJ4207058,Seal and Weald,8030
UKJ4207059,Sevenoaks Eastern,8031
UKJ3310022,Manor Park,8032
UKJ3307019,Cowplain,8033
UKJ4100039,Hempstead and Wigmore,8034
UKJ4204039,Castle,8035
UKJ4201076,Weald East,8036
UKJ4207060,Sevenoaks Kippington,8037
UKJ4207061,Sevenoaks Northern,8038
UKJ4207062,Sevenoaks Town and St John's,8039
UKJ4207063,Swanley Christchurch and Swanley Village,8040
UKJ4207064,Swanley St Mary's,8041
UKJ4207065,Swanley White Oak,8042
UKJ4208006,Folkestone Foord,8043
UKJ4208017,Lydd,8044
UKJ4208018,Lympne and Stanford,8045
UKJ4208026,Dymchurch and St Mary's Bay,8046
UKJ4208027,Elham and Stelling Minnis,8047
UKJ4208028,Folkestone Cheriton,8048
UKJ4208029,Folkestone East,8049
UKJ4208030,Folkestone Harbour,8050
UKJ4208031,Folkestone Harvey Central,8051
UKJ4208032,Folkestone Harvey West,8052
UKJ4208033,Folkestone Morehall,8053
UKJ4208034,Folkestone Park,8054
UKJ4208035,Folkestone Sandgate,8055
UKJ4208036,Hythe Central,8056
UKJ4208037,Hythe East,8057
UKJ3313045,St Paul,8058
UKJ3307020,Emsworth,8059
UKJ3310023,Mayfield,8060
UKJ4201077,Weald North,8061
UKJ3307021,Hart Plain,8062
UKJ4204040,Eastry,8063
UKJ4208038,Hythe West,8064
UKJ3310024,North Town,8065
UKJ4201078,Weald South,8066
UKJ4100040,Lordswood and Capstone,8067
UKJ3307022,Hayling East,8068
UKJ4204041,Eythorne and Shepherdswell,8069
UKJ4208039,New Romney Coast,8070
UKJ3310025,Rowhill,8071
UKJ4201079,Wye,8072
UKJ3313046,Shedfield,8073
UKJ4100041,Luton and Wayfield,8074
UKJ3307023,Hayling West,8075
UKJ4204042,Little Stour and Ashstone,8076
UKJ4208040,New Romney Town,8077
UKJ3310026,St. John's,8078
UKJ4202001,Barham Downs,8079
UKJ3313047,Sparsholt,8080
UKJ4100042,Peninsula,8081
UKJ3307024,Purbrook,8082
UKJ4204043,""Maxton, Elms Vale and Priory"",8083
UKJ4208041,North Downs East,8084
UKJ3310027,St. Mark's,8085
UKJ4202014,North Nailbourne,8086
UKJ3313048,Swanmore and Newtown,8087
UKJ4100043,Princes Park,8088
UKJ3307025,St Faith's,8089
UKJ4204044,Middle Deal and Sholden,8090
UKJ4208042,North Downs West,8091
UKJ3310028,Wellington,8092
UKJ4202026,Barton,8093
UKJ3313049,The Alresfords,8094
UKJ4100044,Rainham Central,8095
UKJ3307026,Stakes,8096
UKJ4204045,Mill Hill,8097
UKJ4208043,Romney Marsh,8098
UKJ3310029,Westheath,8099
UKJ4202027,Blean Forest,8100
UKJ3313050,Whiteley,8101
UKJ4100045,Rainham North,8102
UKJ3307027,Warren Park,8103
UKJ4204046,North Deal,8104
UKJ4208044,Tolsford,8105
UKJ3312004,Blackwater,8106
UKJ4202028,Chartham and Stone Street,8107
UKJ3313051,Wickham,8108
UKJ4100046,Rainham South,8109
UKJ3307028,Waterloo,8110
UKJ4204047,River,8111
UKJ4209026,Abbey,8112
UKJ3312005,Bourne Valley,8113
UKJ4202029,Chestfield and Swalecliffe,8114
UKJ3313052,Wonston and Micheldever,8115
UKJ4100047,River,8116
UKJ3308022,Lyndhurst,8117
UKJ4204048,St Margaret's-at-Cliffe,8118
UKJ4209027,Borden,8119
UKJ3312008,Dun Valley,8120
UKJ4202030,Gorrell,8121
UKJ3400011,""Chale, Niton and Whitwell"",8122
UKJ4100048,Rochester East,8123
UKJ3308023,Marchwood,8124
UKJ4204049,St Radigunds,8125
UKJ4209028,Boughton and Courtenay,8126
UKJ3312009,Ampfield and Braishfield,8127
UKJ4202031,Greenhill and Eddington,8128
UKJ3400040,Nettlestone and Seaview,8129
UKJ4100049,Rochester South and Horsted,8130
UKJ3308034,""Ashurst, Copythorne South and Netley Marsh"",8131
UKJ4204050,Sandwich,8132
UKJ4209029,Chalkwell,8133
UKJ3312012,Kings Somborne and Michelmersh,8134
UKJ4202032,Harbledown,8135
UKJ3400044,Totland,8136
UKJ4100050,Rochester West,8137
UKJ4100051,Strood North,8138
UKJ4100052,Strood Rural,8139
UKJ4100053,Strood South,8140
UKJ4100054,Twydall,8141
UKJ4100055,Walderslade,8142
UKJ4100056,Watling,8143
UKJ4201024,Biddenden,8144
UKJ4201046,Aylesford Green,8145
UKJ4201047,Beaver,8146
UKJ4201048,Bockhanger,8147
UKJ4201049,Boughton Aluph and Eastwell,8148
UKJ4201050,Bybrook,8149
UKJ4201051,Charing,8150
UKJ4201052,Downs North,8151
UKJ4201053,Downs West,8152
UKJ4201054,Godinton,8153
UKJ4201055,Great Chart with Singleton North,8154
UKJ4201056,Highfield,8155
UKJ4201057,Isle of Oxney,8156
UKJ4201058,Kennington,8157
UKJ4201059,Little Burton Farm,8158
UKJ4201060,Norman,8159
UKJ4201061,North Willesborough,8160
UKJ4201062,Park Farm North,8161
UKJ4201063,Park Farm South,8162
UKJ4201064,Rolvenden and Tenterden West,8163
UKJ4201065,St Michaels,8164
UKJ4201066,Saxon Shore,8165
UKJ4201067,Singleton South,8166
UKJ4201068,South Willesborough,8167
UKJ4201069,Stanhope,8168
UKJ4201070,Stour,8169
UKJ4201071,Tenterden North,8170
UKJ4201072,Tenterden South,8171
UKJ4201073,Victoria,8172
UKJ4201074,Washford,8173
UKJ4201075,Weald Central,8174
UKJ3308035,Barton,8175
UKJ3308036,Bashley,8176
UKJ3308037,Becton,8177
UKJ3308038,Boldre and Sway,8178
UKJ3308039,""Bramshaw, Copythorne North and Minstead"",8179
UKJ3308040,Bransgore and Burley,8180
UKJ3308041,Brockenhurst and Forest South East,8181
UKJ3308042,Buckland,8182
UKJ3308043,Butts Ash and Dibden Purlieu,8183
UKJ3308044,Dibden and Hythe East,8184
UKJ3308046,""Fawley, Blackfield and Langley"",8185
UKJ3308047,Fernhill,8186
UKJ3308049,Furzedown and Hardley,8187
UKJ3308050,Holbury and North Blackfield,8188
UKJ3308051,Hordle,8189
UKJ3308052,Hythe West and Langdown,8190
UKJ3308053,Lymington Town,8191
UKJ3308054,Milford,8192
UKJ3308055,Milton,8193
UKJ3308056,Pennington,8194
UKJ3308057,Ringwood East and Sopley,8195
UKJ3308058,Ringwood North,8196
UKJ3308059,Ringwood South,8197
UKJ3308060,Totton Central,8198
UKJ3308061,Totton East,8199
UKJ3308062,Totton North,8200
UKJ3308063,Totton South,8201
UKJ3308064,Totton West,8202
UKJ3308065,Downlands and Forest,8203
UKJ3308066,Fordingbridge,8204
UKJ3308067,Forest North West,8205
UKJ3310016,Cove and Southwood,8206
UKJ3310017,Empress,8207
UKJ3310018,Fernhill,8208
UKJ3310019,Grange,8209
UKJ3310020,Heron Wood,8210
UKJ3310021,Knellwood,8211
UKJ3400047,Wootton Bridge,8212
UKJ3400076,Sandown North,8213
UKJ3400077,Sandown South,8214
UKJ3400082,Ventnor East,8215
UKJ3400083,Ventnor West,8216
UKJ3400085,Godshill and Wroxall,8217
UKJ3400086,Arreton and Newchurch,8218
UKJ3400087,Binstead and Fishbourne,8219
UKJ3400088,""Brading, St Helens and Bembridge"",8220
UKJ3400089,Carisbrooke,8221
UKJ3400090,Central Wight,8222
UKJ3400091,Cowes Medina,8223
UKJ4209030,Davington Priory,8224
UKJ3400092,Cowes North,8225
UKJ3312016,Over Wallop,8226
UKJ4202033,Harbour,8227
UKJ4204051,Tower Hamlets,8228
UKJ4209031,East Downs,8229
UKJ3400093,Cowes South and Northwood,8230
UKJ3312017,Romsey Extra,8231
UKJ4202034,Herne and Broomfield,8232
UKJ4204052,Town and Pier,8233
UKJ4209032,Grove,8234
UKJ4209033,""Hartlip, Newington and Upchurch"",8235
UKJ4209034,Iwade and Lower Halstow,8236
UKJ4209035,Kemsley,8237
UKJ4209036,Leysdown and Warden,8238
UKJ4209037,Milton Regis,8239
UKJ4209038,Minster Cliffs,8240
UKJ4209039,Murston,8241
UKJ4209040,Queenborough and Halfway,8242
UKJ4209041,Roman,8243
UKJ4209042,St Ann's,8244
UKJ4209043,St Michaels,8245
UKJ4209044,Sheerness East,8246
UKJ4209045,Sheerness West,8247
UKJ4209046,Sheppey Central,8248
UKJ4209047,Teynham and Lynsted,8249
UKJ4209048,Watling,8250
UKJ4209049,West Downs,8251
UKJ4209050,Woodstock,8252
UKJ4210017,Northwood,8253
UKJ4210028,Beacon Road,8254
UKJ4210029,Birchington North,8255
UKJ4210030,Birchington South,8256
UKJ4210031,Bradstowe,8257
UKJ4210032,Central Harbour,8258
UKJ4210033,Cliffsend and Pegwell,8259
UKJ4210034,Cliftonville East,8260
UKJ4210035,Cliftonville West,8261
UKJ4210036,Dane Valley,8262
UKJ4210037,Eastcliff,8263
UKJ4210038,Garlinge,8264
UKJ4210039,Kingsgate,8265
UKJ4210040,Margate Central,8266
UKJ4210041,Nethercourt,8267
UKJ4210042,Newington,8268
UKJ4210043,St Peters,8269
UKJ3312024,Abbey,8270
UKJ3400094,Cowes West and Gurnard,8271
UKJ4202035,Heron,8272
UKJ3312025,Alamein,8273
UKJ3400095,East Cowes,8274
UKJ4202036,Little Stour,8275
UKJ3312026,Amport,8276
UKJ3400096,Freshwater North,8277
UKJ4202037,Marshside,8278
UKJ4204053,Walmer,8279
UKJ3312027,Anna,8280
UKJ3400097,Freshwater South,8281
UKJ4202038,Northgate,8282
UKJ4204054,Whitfield,8283
UKJ3312028,Broughton and Stockbridge,8284
UKJ3400098,""Havenstreet, Ashey and Haylands"",8285
UKJ4202039,Reculver,8286
UKJ4205005,Higham,8287
UKJ3312029,Charlton,8288
UKJ3400099,Lake North,8289
UKJ4202040,St Stephens,8290
UKJ4205022,Central,8291
UKJ3312030,""Chilworth, Nursling and Rownhams"",8292
UKJ3400100,Lake South,8293
UKJ4202041,Seasalter,8294
UKJ4205023,Chalk,8295
UKJ3312031,Cupernham,8296
UKJ3400101,Newport Central,8297
UKJ4202042,Sturry North,8298
UKJ4205024,Coldharbour,8299
UKJ3312032,Harewood,8300
UKJ3400102,Newport East,8301
UKJ4202043,Sturry South,8302
UKJ4205025,Istead Rise,8303
UKJ3312033,Harroway,8304
UKJ3400103,Newport North,8305
UKJ4202044,Tankerton,8306
UKJ4205026,Meopham North,8307
UKJ3312034,Millway,8308
UKJ3400104,Newport South,8309
UKJ4202045,West Bay,8310
UKJ4205027,Meopham South and Vigo,8311
UKJ3312035,North Baddesley,8312
UKJ3400105,Newport West,8313
UKJ4202046,Westgate,8314
UKJ4205028,Northfleet North,8315
UKJ3312036,Penton Bellinger,8316
UKJ3400106,Parkhurst,8317
UKJ4202047,Wincheap,8318
UKJ4205029,Northfleet South,8319
UKJ3312037,St Mary's,8320
UKJ3400107,Ryde East,8321
UKJ4203019,Sutton-at-Hone and Hawley,8322
UKJ4205030,Painters Ash,8323
UKJ3312038,Tadburn,8324
UKJ3400108,Ryde North East,8325
UKJ4203026,Bean and Darenth,8326
UKJ4205031,Pelham,8327
UKJ3312039,Valley Park,8328
UKJ3400109,Ryde North West,8329
UKJ4203027,Brent,8330
UKJ4205032,Riverside,8331
UKJ3312040,Winton,8332
UKJ3400110,Ryde South,8333
UKJ4203028,Castle,8334
UKJ4205033,Riverview,8335
UKJ3313003,Bishops Waltham,8336
UKJ3400111,Ryde West,8337
UKJ3400112,Shanklin Central,8338
UKJ3400113,Shanklin South,8339
UKJ3400114,West Wight,8340
UKJ3400115,Whippingham and Osborne,8341
UKJ4100004,Cuxton and Halling,8342
UKJ4100036,Chatham Central,8343
UKJ4100037,Gillingham North,8344
UKJ4205034,""Shorne, Cobham and Luddesdown"",8345
UKJ4205035,Singlewell,8346
UKJ3313004,Boarhunt and Southwick,8347
UKJ4205036,Westcourt,8348
UKJ3313008,Denmead,8349
UKJ4205037,Whitehill,8350
UKJ4203029,Greenhithe,8351
UKJ3313012,Littleton and Harestock,8352
UKJ4205038,Woodlands,8353
UKJ4203030,Heath,8354
UKJ3313020,St John and All Saints,8355
UKJ4206002,Barming,8356
UKJ4203031,Joyce Green,8357
UKJ3313029,Upper Meon Valley,8358
UKJ4206017,Leeds,8359
UKJ4203032,Joydens Wood,8360
UKJ3313033,Cheriton and Bishops Sutton,8361
UKJ4206020,North,8362
UKJ4203033,Littlebrook,8363
UKJ3313034,Colden Common and Twyford,8364
UKJ4206025,Staplehurst,8365
UKJ4203034,""Longfield, New Barn and Southfleet"",8366
UKJ3313035,Compton and Otterbourne,8367
UKJ4206031,Allington,8368
UKJ4203035,Newtown,8369
UKJ3313036,""Droxford, Soberton and Hambledon"",8370
UKJ4206032,Bearsted,8371
UKJ4203036,Princes,8372
UKJ3313037,Itchen Valley,8373
UKJ4206033,Boughton Monchelsea and Chart Sutton,8374
UKJ4203037,Stone,8375
UKJ3313038,Kings Worthy,8376
UKJ4206034,Boxley,8377
UKJ4203038,Swanscombe,8378
UKJ3313039,Olivers Battery and Badger Farm,8379
UKJ4206035,Bridge,8380
UKJ4203039,Town,8381
UKJ3313040,Owslebury and Curdridge,8382
UKJ4206037,Detling and Thurnham,8383
UKJ4203040,West Hill,8384
UKJ3313041,St Barnabas,8385
UKJ4206038,Downswood and Otham,8386
UKJ4203041,Wilmington,8387
UKJ3313042,St Bartholomew,8388
UKJ4206039,East,8389
UKJ4204012,Lydden and Temple Ewell,8390
UKJ3313043,St Luke,8391
UKJ4206040,Fant,8392
UKJ4204033,Ringwould,8393
UKJ3313044,St Michael,8394
UKJ4206041,Harrietsham and Lenham,8395
UKJ4204036,Aylesham,8396
UKJ4206042,Headcorn,8397
UKJ4204037,Buckland,8398
UKJ4206043,Heath,8399
UKJ4204038,Capel-le-Ferne,8400
UKK1305047,""Randwick, Whiteshill and Ruscombe"",8401
UKK1305048,Rodborough,8402
UKK1305049,Severn,8403
UKK1305050,Slade,8404
UKK1305051,The Stanleys,8405
UKK1305052,Thrupp,8406
UKK1305053,Trinity,8407
UKK1305054,Uplands,8408
UKJ4210044,Salmestone,8409
UKK1305055,Upton St Leonards,8410
UKK1305056,Vale,8411
UKK1305057,Valley,8412
UKK1305058,Wotton-under-Edge,8413
UKK1301020,College,8414
UKK1202065,Wraxall and Long Ashton,8415
UKK1303035,Bream,8416
UKJ4212038,Southborough and High Brooms,8417
UKK1201043,Chew Valley South,8418
UKJ4210045,Sir Moses Montefiore,8419
UKK1305059,Amberley and Woodchester,8420
UKK1301021,Hesters Way,8421
UKK1202067,Backwell,8422
UKK1400033,Penhill,8423
UKK1303036,Bromesberrow and Dymock,8424
UKJ4212039,Southborough North,8425
UKK1201044,Clutton,8426
UKJ4210046,Thanet Villages,8427
UKK1305060,Minchinhampton,8428
UKK1301022,Lansdown,8429
UKK1202068,Banwell and Winscombe,8430
UKK1400034,Ridgeway,8431
UKK1303037,Christchurch and English Bicknor,8432
UKK1100016,Henbury,8433
UKK1201045,Combe Down,8434
UKJ4210047,Viking,8435
UKK1305061,Nailsworth,8436
UKK1301023,Leckhampton,8437
UKK1202069,Hutton and Locking,8438
UKK1400035,St Margaret,8439
UKK1303038,Cinderford East,8440
UKK1100023,Lawrence Hill,8441
UKK1201046,Farmborough,8442
UKK1201047,High Littleton,8443
UKK1201048,Keynsham North,8444
UKK1201049,Keynsham South,8445
UKK1201050,Lambridge,8446
UKK1201051,Lansdown,8447
UKK1201052,Lyncombe,8448
UKK1201053,Mendip,8449
UKK1201054,Midsomer Norton Redfield,8450
UKK1201055,Odd Down,8451
UKK1201056,Oldfield,8452
UKK1201057,Paulton,8453
UKK1201058,Publow and Whitchurch,8454
UKK1201059,Radstock,8455
UKK1201060,Southdown,8456
UKK1201061,Twerton,8457
UKK1201062,Walcot,8458
UKK1201063,Westfield,8459
UKK1201064,Westmoreland,8460
UKK1201065,Weston,8461
UKK1201066,Widcombe,8462
UKK1202011,Congresbury,8463
UKK1202013,Gordano,8464
UKK1202035,Yatton,8465
UKK1202037,Blagdon and Churchill,8466
UKK1202038,Clevedon Central,8467
UKK1202039,Clevedon East,8468
UKK1202040,Clevedon North,8469
UKK1202041,Clevedon South,8470
UKK1202042,Clevedon Walton,8471
UKK1202043,Clevedon West,8472
UKK1202044,Clevedon Yeo,8473
UKK1202045,Easton-in-Gordano,8474
UKK1202048,Nailsea East,8475
UKK1202049,Nailsea North and West,8476
UKK1202050,Pill,8477
UKK1202051,Portishead Central,8478
UKK1202052,Portishead Coast,8479
UKK1202053,Portishead East,8480
UKK1202054,Portishead Redcliffe Bay,8481
UKK1202055,Portishead South and North Weston,8482
UKK1202056,Portishead West,8483
UKK1202057,Weston-super-Mare Central,8484
UKK1202060,Weston-super-Mare Milton and Old Worle,8485
UKK1202062,Weston-super-Mare South,8486
UKK1202063,Weston-super-Mare South Worle,8487
UKK1202064,Weston-super-Mare West,8488
UKK1303039,Cinderford West,8489
UKK1301024,Oakley,8490
UKK1306028,Ashchurch with Walton Cardiff,8491
UKK1100026,St George East,8492
UKK1303040,Coleford Central,8493
UKK1400036,St Philip,8494
UKK1301025,Park,8495
UKK1306032,Churchdown St John's,8496
UKK1100027,St George West,8497
UKK1303041,Coleford East,8498
UKK1400037,Shaw and Nine Elms,8499
UKK1202070,Kewstoke,8500
UKK1301026,Pittville,8501
UKJ4210048,Westbrook,8502
UKK1306036,Cleeve West,8503
UKK1100028,Southmead,8504
UKK1303042,Hewelsfield and Woolaston,8505
UKK1400038,Toothill and Westlea,8506
UKK1202071,Weston-super-Mare Clarence and Uphill,8507
UKK1301027,Prestbury,8508
UKJ4210049,Westgate-on-Sea,8509
UKK1306038,Highnam with Haw Bridge,8510
UKK1100032,Westbury-on-Trym,8511
UKK1303043,Littledean and Ruspidge,8512
UKK1400039,Walcot,8513
UKK1202072,Weston-super-Mare East,8514
UKK1301028,St Mark's,8515
UKJ4211001,Aylesford,8516
UKK1306040,Innsworth with Down Hatherley,8517
UKK1100035,Ashley,8518
UKK1303044,Lydbrook and Ruardean,8519
UKK1400040,Western,8520
UKK1202073,Weston-super-Mare North Worle,8521
UKK1301029,St Paul's,8522
UKJ4211003,Blue Bell Hill and Walderslade,8523
UKK1306042,Northway,8524
UKK1100036,Avonmouth,8525
UKK1303045,Lydney East,8526
UKK1400041,Wroughton and Chiseldon,8527
UKK1202074,Winford,8528
UKK1301030,St Peter's,8529
UKJ4211005,""Burham, Eccles and Wouldham"",8530
UKK1306044,Tewkesbury Newtown,8531
UKK1100037,Bedminster,8532
UKK1303046,Lydney North,8533
UKK1500001,Aldbourne and Ramsbury,8534
UKK1202075,Wrington,8535
UKK1301031,Springbank,8536
UKJ4211017,Larkfield South,8537
UKK1306046,Tewkesbury Town with Mitton,8538
UKK1100038,Bishopston,8539
UKK1100039,Bishopsworth,8540
UKK1100040,Brislington East,8541
UKK1100041,Brislington West,8542
UKK1100042,Cabot,8543
UKK1100043,Clifton,8544
UKK1100044,Clifton East,8545
UKK1100045,Cotham,8546
UKK1100046,Easton,8547
UKK1100047,Eastville,8548
UKK1100048,Filwood,8549
UKK1100049,Frome Vale,8550
UKK1100050,Hartcliffe,8551
UKK1100051,Hengrove,8552
UKK1100052,Henleaze,8553
UKK1100053,Hillfields,8554
UKK1100054,Horfield,8555
UKK1100055,Kingsweston,8556
UKK1100056,Knowle,8557
UKK1100057,Lockleaze,8558
UKK1100058,Redland,8559
UKK1100059,Southville,8560
UKK1100060,Stockwood,8561
UKK1100061,Stoke Bishop,8562
UKK1100062,Whitchurch Park,8563
UKK1100063,Windmill Hill,8564
UKK1201012,Keynsham East,8565
UKK1201016,Kingsmead,8566
UKK1201020,Midsomer Norton North,8567
UKK1201022,Newbridge,8568
UKK1201026,Peasedown,8569
UKK1201028,Saltford,8570
UKK1201030,Timsbury,8571
UKK1201037,Abbey,8572
UKK1201038,Bathavon North,8573
UKK1201039,Bathavon South,8574
UKK1201040,Bathavon West,8575
UKK1201041,Bathwick,8576
UKK1201042,Chew Valley North,8577
UKK1303047,Mitcheldean and Drybrook,8578
UKJ4211028,East Malling,8579
UKK1301032,Swindon Village,8580
UKK1303048,Newent Central,8581
UKK1306047,Twyning,8582
UKK1500002,Alderbury and Whiteparish,8583
UKJ4211029,Wateringbury,8584
UKK1301033,Up Hatherley,8585
UKK1303049,Newland and St Briavels,8586
UKK1306049,Badgeworth,8587
UKK1500003,Amesbury East,8588
UKJ4211031,Borough Green and Long Mill,8589
UKK1203022,Pilning and Severn Beach,8590
UKK1301034,Warden Hill,8591
UKK1303050,Newnham and Westbury,8592
UKK1306050,Brockworth,8593
UKK1500004,Amesbury West,8594
UKJ4211032,Cage Green,8595
UKK1203026,Staple Hill,8596
UKK1302004,Blockley,8597
UKK1303051,Oxenhall and Newent North East,8598
UKK1306051,Churchdown Brookfield,8599
UKK1500005,Bourne and Woodford Valley,8600
UKJ4211033,Castle,8601
UKK1203041,Boyd Valley,8602
UKK1302009,Cirencester Beeches,8603
UKK1303052,Pillowell,8604
UKK1306052,Cleeve Grange,8605
UKK1500006,Box and Colerne,8606
UKJ4211035,Downs,8607
UKK1203049,Downend,8608
UKK1302024,Moreton-in-Marsh,8609
UKK1303053,Redmarley,8610
UKK1306053,Cleeve Hill,8611
UKK1500007,Bradford-on-Avon North,8612
UKJ4211036,East Peckham and Golden Green,8613
UKK1203050,Filton,8614
UKK1302031,Three Rivers,8615
UKK1303054,Tibberton,8616
UKK1306054,Cleeve St Michael's,8617
UKK1500008,Bradford-on-Avon South,8618
UKJ4211037,""Hadlow, Mereworth and West Peckham"",8619
UKK1203055,Severn,8620
UKK1302034,Ampney-Coln,8621
UKK1304016,Abbey,8622
UKK1306055,Coombe Hill,8623
UKK1500009,Brinkworth,8624
UKJ4211038,Higham,8625
UKK1203064,Almondsbury,8626
UKK1302035,Avening,8627
UKK1304017,Barnwood,8628
UKK1306056,Hucclecote,8629
UKK1500010,""Bromham, Rowde and Potterne"",8630
UKJ4211039,Hildenborough,8631
UKK1203065,Bitton,8632
UKK1302036,Beacon-Stow,8633
UKK1304018,Barton and Tredworth,8634
UKK1306057,Isbourne,8635
UKK1500011,""Bulford, Allington and Figheldean"",8636
UKJ4211040,Ightham,8637
UKK1203066,Bradley Stoke Central and Stoke Lodge,8638
UKK1302037,Bourton-on-the-Water,8639
UKK1304019,Elmbridge,8640
UKK1306058,Oxenton Hill,8641
UKK1306059,Shurdington,8642
UKK1306060,Tewkesbury Prior's Park,8643
UKK1306061,Winchcombe,8644
UKK1400010,Highworth,8645
UKK1400013,Parks,8646
UKK1400022,Abbey Meads,8647
UKK1400023,Blunsdon,8648
UKK1400024,Central,8649
UKK1400025,Covingham and Nythe,8650
UKK1400026,Dorcan,8651
UKK1400027,Eastcott,8652
UKK1400028,Freshbrook and Grange Park,8653
UKK1400029,Gorse Hill and Pinehurst,8654
UKK1400030,Haydon Wick,8655
UKK1400031,Moredon,8656
UKK1400032,Old Town and Lawn,8657
UKJ4211041,Judd,8658
UKJ4211042,Kings Hill,8659
UKK1500012,Burbage and the Bedwyns,8660
UKK1302038,Campden-Vale,8661
UKJ4211044,Medway,8662
UKK1500013,By Brook,8663
UKK1304020,Grange,8664
UKK1302039,Chedworth,8665
UKJ4211045,Snodland East,8666
UKK1500014,Calne Central,8667
UKK1304021,Hucclecote,8668
UKK1302040,Churn Valley,8669
UKJ4211046,Snodland West,8670
UKK1203067,Bradley Stoke North,8671
UKK1500015,Calne Chilvester and Abberd,8672
UKK1304022,Kingsholm and Wotton,8673
UKK1302041,Cirencester Chesterton,8674
UKJ4211047,Trench,8675
UKK1203068,Bradley Stoke South,8676
UKK1500016,Calne North,8677
UKK1304023,Longlevens,8678
UKK1302042,Cirencester Park,8679
UKJ4211048,Vauxhall,8680
UKK1203069,Charfield,8681
UKK1500017,Calne Rural,8682
UKK1304024,Matson and Robinswood,8683
UKK1302043,Cirencester Stratton-Whiteway,8684
UKJ4211049,West Malling and Leybourne,8685
UKK1203070,Chipping Sodbury,8686
UKK1500018,Calne South and Cherhill,8687
UKK1304025,Moreland,8688
UKK1302044,Cirencester Watermoor,8689
UKJ4211050,Wrotham,8690
UKK1203071,Cotswold Edge,8691
UKK1500019,Chippenham Cepen Park and Derriads,8692
UKK1304026,Podsmead,8693
UKK1302045,Ermin,8694
UKJ4211051,Ditton,8695
UKK1203072,Dodington,8696
UKK1500020,Chippenham Cepen Park and Redlands,8697
UKK1304027,Quedgeley Fieldcourt,8698
UKK1302047,Fosseridge,8699
UKJ4211052,Larkfield North,8700
UKK1203073,Emersons Green,8701
UKK1500021,Chippenham Hardenhuish,8702
UKK1304028,Quedgeley Severn Vale,8703
UKK1302048,Grumbolds Ash,8704
UKJ4212003,Capel,8705
UKK1203074,Frampton Cotterell,8706
UKK1500022,Chippenham Hardens and England,8707
UKK1304029,Tuffley,8708
UKK1302049,Hampton,8709
UKJ4212006,Frittenden and Sissinghurst,8710
UKK1203075,Frenchay and Stoke Park,8711
UKK1500023,Chippenham Lowden and Rowden,8712
UKK1304030,Westgate,8713
UKK1302050,Kempsford-Lechlade,8714
UKJ4212014,Pembury,8715
UKK1203076,Hanham,8716
UKK1500024,Chippenham Monkton,8717
UKK1305002,Bisley,8718
UKK1302051,Northleach,8719
UKJ4212017,St John's,8720
UKK1203077,Kings Chase,8721
UKK1500025,Chippenham Pewsham,8722
UKK1305008,Dursley,8723
UKK1302052,Rissingtons,8724
UKJ4212024,Speldhurst and Bidborough,8725
UKK1203078,Ladden Brook,8726
UKK1500026,Chippenham Queens and Sheldon,8727
UKK1305017,Painswick,8728
UKK1302054,Sandywell,8729
UKJ4212025,Benenden and Cranbrook,8730
UKK1203079,Longwell Green,8731
UKK1500027,Corsham Pickwick,8732
UKK1305022,Stonehouse,8733
UKK1302055,Tetbury,8734
UKJ4212026,Brenchley and Horsmonden,8735
UKK1203080,Oldland Common,8736
UKK1500028,Corsham Town,8737
UKK1305035,Berkeley,8738
UKK1305036,Cainscross,8739
