# From 24/9/2003 to 31/10/2003
# And 12:00 to 18:00
# Executed at Jun 11, 2011 4:05:33 PM
# Using 100x100
# Desired K: 10
# 
# Format: 
# 	Time start, Time end, Regions
# Region Format:
# 	unique users | reading count | area > <Next Region>
# 
# Total Region Count:
# 8828
############

1067459400000,1067460300000,0|0|1464>7|10|10>45|202|763>41|79|2258>33|81|2490>30|93|725>28|105|31>24|74|726>18|78|105>16|26|244>14|109|1179>11|13|5
1067460300000,1067461200000,7|9|13>66|109|1461>49|242|763>42|84|2258>33|60|2490>28|75|31>26|151|725>23|53|726>17|59|1179>16|21|244>14|94|105>13|17|5
1067461200000,1067462100000,7|12|16>7|9|2>75|138|1374>47|99|2258>47|112|726>37|200|763>31|92|2490>28|128|725>22|51|31>18|104|105>15|75|1179>15|21|244>0|0|87
1067462100000,1067463000000,0|0|33>0|0|1461>44|83|2258>41|100|726>39|215|763>32|51|2490>31|136|725>22|102|105>22|48|244>16|25|16>16|66|1179
1067463000000,1067463900000,62|124|1374>43|236|763>37|151|725>29|67|2490>27|51|726>25|55|2258>22|119|1179>21|28|33>18|83|105>16|23|16>15|29|244>0|0|87
1067463900000,1067464800000,0|0|1461>74|171|762>51|86|16>42|61|33>35|57|2258>34|75|726>32|131|725>26|133|1179>24|60|2490>21|93|105>16|35|244>0|0|1
1067464800000,1067465700000,0|0|763>63|121|1374>41|71|33>41|84|2490>32|73|726>30|55|2258>25|38|16>25|101|725>22|176|105>19|83|1179>16|30|244>0|0|87
1067465700000,1067466600000,0|0|1461>48|136|763>43|100|2490>39|55|2258>29|154|725>23|58|726>23|108|105>22|32|16>20|27|33>18|31|244>17|94|1179
1067466600000,1067467500000,7|12|42>68|179|1452>41|120|2490>36|181|763>31|141|725>30|46|2258>25|41|726>18|74|105>14|20|16>14|114|1179>11|26|244
1067467500000,1067468400000,8|11|19>57|191|1449>38|243|763>37|62|2258>35|158|725>32|51|726>31|126|2490>25|40|42>20|36|244>19|79|105>19|158|1179
1067468400000,1067469300000,52|137|1449>42|238|763>35|161|725>34|101|2490>25|52|2258>23|47|726>21|172|105>18|31|244>18|111|1179>14|19|42>11|16|19
1067533200000,1067534100000,0|0|2212>0|0|1451>0|0|2490>0|0|2258>0|0|349>0|0|1179>0|0|61
1067534100000,1067535000000,152|501|1761>68|195|726>65|111|32>39|90|349>36|96|2258>30|94|2490>16|44|1179>0|0|442>0|0|6>0|0|2>0|0|1>0|0|725>0|0|29
1067535000000,1067535900000,0|0|1767>0|0|4>0|0|1>41|110|2258>33|57|442>32|99|349>32|120|2490>32|114|725>29|81|724>28|41|29>21|35|32>20|73|1179
1067535900000,1067536800000,0|0|8>0|0|2>79|234|1763>44|121|2258>39|49|29>36|118|2490>33|123|725>31|80|349>30|48|442>28|65|723>25|44|32>17|46|1179
1067536800000,1067537700000,0|0|16>0|0|725>96|298|1755>60|120|1719>43|68|442>38|185|725>37|50|29>36|100|349>26|94|2490>24|102|1179>23|39|32>0|0|539
