"country","year","value","climate_model","scenario","variable"
"BEN",1978,131.639678679812,"gfdl","historic","precipitation"
"BEN",1979,166.336795402395,"gfdl","historic","precipitation"
"BEN",1980,138.464541102697,"gfdl","historic","precipitation"
"BFA",1971,139.347953854702,"gfdl","historic","precipitation"
"BFA",1972,154.543574261737,"gfdl","historic","precipitation"
"BFA",1973,115.03966979833,"gfdl","historic","precipitation"
"BFA",1974,156.752134647536,"gfdl","historic","precipitation"
"BFA",1975,143.599840674529,"gfdl","historic","precipitation"
"BFA",1976,172.91255409222,"gfdl","historic","precipitation"
"BFA",1977,158.35060248255,"gfdl","historic","precipitation"
"BFA",1978,138.39336904166,"gfdl","historic","precipitation"
"BFA",1979,159.881397525005,"gfdl","historic","precipitation"
"BFA",1980,146.47067737979,"gfdl","historic","precipitation"
"BGD",1971,"gfdl","historic","precipitation"
"BGD",1972,"gfdl","historic","precipitation"
"BGD",1973,"gfdl","historic","precipitation"
"BGD",1974,"gfdl","historic","precipitation"
"BGD",1975,"gfdl","historic","precipitation"
"BGD",1976,"gfdl","historic","precipitation"
"BGD",1977,"gfdl","historic","precipitation"
"BGD",1978,"gfdl","historic","precipitation"
"BGD",1979,"gfdl","historic","precipitation"
"BGD",1980,"gfdl","historic","precipitation"
"BGR",1971,51.0285845934328,"gfdl","historic","precipitation"
"BGR",1972,68.2337794975528,"gfdl","historic","precipitation"
"BGR",1973,43.9732135371045,"gfdl","historic","precipitation"
"BGR",1974,68.2877772356727,"gfdl","historic","precipitation"
