Id:14POPI01A,in:,0,az:,90,dip:,0,str:,0,m:,1.49,com:35_R,,,,,
,550RK,7.02E-08,-7.58E-07,-1.83E-06,0,C1,56,,,,,,,,,
,550VK,-1.96E-07,-5.38E-07,1.33E-06,1,C1,0,,,,,,,,,
,530PK,4.21E-08,-6.85E-07,-1.41E-06,0,C1,0,,,,,,,,,
,560RL,1.42E-07,-5.18E-07,-1.86E-06,0,C1,0,,,,,,,,,
,560VL,-2.31E-07,-2.52E-07,1.55E-06,0,C1,57,,,,,,,,,
,570RM,2.01E-07,-3.45E-07,-1.91E-06,0,C1,62,,,,,,,,,
,570VM,-2.44E-07,-2.42E-08,1.70E-06,0,C1,58,,,,,,,,,
,550PM,1.45E-07,-2.88E-07,-1.55E-06,0,C1,61,,,,,,,,,Id:14POPI27B,in:,0,az:,90,dip:,0,str:,0,m:,1.27,com:35_R,,,,,
L:,-24.47,G:,-65.42,H:0000,T:2014,9,14,0,0,azm:,0,azs:,0,Or:A12_0_3_90,Fm:,||Li:ceramique|Loc:jujuy
,0D0,-7.27E-07,-3.29E-06,-1.15E-06,0,C1,59,,,,,,,,,
,150RA,-7.81E-07,-3.29E-06,-1.19E-06,0,C1,60,,,,,,,,,
,150VA,-8.25E-07,-3.30E-06,-1.10E-06,0,C1,60,,,,,,,,,
,240RB,-8.39E-07,-3.28E-06,-1.25E-06,0,C1,60,,,,,,,,,
,240VB,-8.88E-07,-3.23E-06,-1.03E-06,0,C1,61,,,,,,,,,
,300RC,-8.67E-07,-3.23E-06,-1.29E-06,0,C1,61,,,,,,,,,
,300VC,-8.67E-07,-3.20E-06,-9.49E-07,0,C1,62,,,,,,,,,
,150PC,-8.47E-07,-3.19E-06,-1.08E-06,0,C1,62,,,,,,,,,
,350RD,-8.33E-07,-3.12E-06,-1.29E-06,0,C1,63,,,,,,,,,
,350VD,-8.44E-07,-3.07E-06,-8.66E-07,0,C1,61,,,,,,,,,
,390RE,-9.37E-07,-2.84E-06,-1.33E-06,0,C1,62,,,,,,,,,
,390VE,-7.56E-07,-2.87E-06,-7.49E-07,0,C1,0,,,,,,,,,
,300PE,-8.91E-07,-2.84E-06,-1.03E-06,0,C1,62,,,,,,,,,
,440RF,-6.94E-07,-2.47E-06,-1.41E-06,0,C1,62,,,,,,,,,
,440VF,-7.02E-07,-2.41E-06,-4.34E-07,0,C1,60,,,,,,,,,
,480RG,-5.50E-07,-1.89E-06,-1.56E-06,0,C1,62,,,,,,,,,
,480VG,-5.21E-07,-1.81E-06,1.20E-07,0,C1,62,,,,,,,,,
,390PG,-5.00E-07,-1.86E-06,-4.97E-07,0,C1,61,,,,,,,,,
,510RH,-3.51E-07,-1.39E-06,-1.65E-06,0,C1,0,,,,,,,,,
,510VH,-3.82E-07,-1.24E-06,6.48E-07,0,C1,61,,,,,,,,,
,530RI,-3.56E-07,-1.21E-06,-1.68E-06,0,C1,61,,,,,,,,,
,530VI,-2.04E-07,-8.35E-07,1.14E-06,0,C1,0,,,,,,,,,
,480PI,-2.40E-07,-9.05E-07,-5.94E-07,0,C1,59,,,,,,,,,
,530X+,1.85E-06,-9.02E-07,-2.79E-07,0,C1,63,,,,,,,,,
,530X-,-2.26E-06,-9.51E-07,-2.38E-07,0,C1,62,,,,,,,,,
,530Y+,-1.58E-07,-2.96E-06,-3.42E-07,0,C1,66,,,,,,,,,
,530Y-,-3.92E-07,1.17E-06,-1.79E-07,0,C1,64,,,,,,,,,
,530ZB,-2.92E-07,-9.03E-07,-1.64E-06,0,C1,61,,,,,,,,,
,530LL,-2.98E-07,-9.20E-07,-1.71E-06,0,C1,61,,,,,,,,,
,530QL,-2.15E-07,-7.83E-07,1.03E-06,0,C1,61,,,,,,,,,
,540RJ,-2.64E-07,-8.06E-07,-1.79E-06,0,C1,62,,,,,,,,,
,540VJ,-1.49E-07,-6.12E-07,1.34E-06,0,C1,0,,,,,,,,,
,550RK,-2.04E-07,-6.35E-07,-1.85E-06,0,C1,60,,,,,,,,,
,550VK,-1.21E-07,-4.41E-07,1.46E-06,0,C1,0,,,,,,,,,
,530PK,-2.35E-07,-6.15E-07,-1.45E-06,0,C1,62,,,,,,,,,
,560RL,-1.57E-07,-4.19E-07,-1.93E-06,0,C1,61,,,,,,,,,
,560VL,-3.01E-08,-2.31E-07,1.65E-06,0,C1,61,,,,,,,,,
,570RM,-1.25E-07,-2.97E-07,-1.95E-06,0,C1,62,,,,,,,,,
,570VM,2.03E-09,-1.15E-07,1.84E-06,0,C1,61,,,,,,,,,
,550PM,-9.22E-08,-2.88E-07,-1.56E-06,0,C1,66,,,,,,,,,
,580RN,-8.70E-08,-1.75E-07,-1.97E-06,0,C1,61,,,,,,,,,
,580VN,3.01E-08,-2.04E-08,1.90E-06,0,C1,60,,,,,,,,,
