007A1FS20AE075004200000NT    	
7	5462
7	2632
4	2274
1	2809
2	1987
4	2617
2	1576
2	2447
6	2072
3	2727
5	4648
3	2214
2	4268
5	1718
3	4369
7	1703
3	2313
3	3643
2	4388
5	2535
1	2807
6	2077
6	1470
4	3403
3	3799
2	2345
3	4145
6	5460
5	1705
5	1825
6	2410
6	1596
2	1558
4	2247
3	2035
5	4194
1	3091
1	3001
6	1778
6	1437
6	3476
6	3617
1	2106
1	2168
2	1916
6	2409
6	3890
5	2774
3	3744
2	1589
5	2365
3	2088
5	2012
4	2493
3	2239
3	3987
2	4807
3	1451
3	2510
6	3858
6	3893
6	1664
5	2897
3	1883
2	2095
4	5373
5	3330
4	2605
4	2432
2	3473
3	2169
5	3940
7	1322
3	4767
5	3401
6	2946
3	2093
6	1712
1	2153
1	1673
4	3749
6	2416
3	2702
3	2399
1	1791
2	1992
4	4641
4	2537
6	2280
6	1745
6	1819
6	4076
6	2652
2	2200
1	2811
1	2961
5	1650
6	2107
5	2254
4	2937
2	2761
2	2237
2	1632
2	2368
2	2232
6	1669
7	1488
6	2336
2	3112
1	2084
5	1716
5	2497
5	2064
6	1564
2	1913
1	1785
4	2333
6	2118
6	3496
6	2697
5	2761
4	2407
5	2707
4	4005
3	2370
4	3051
3	3297
2	1725
3	3082
5	2382
5	2516
4	4047
6	2031
3	6439
6	1610
4	2602
3	2093
4	3533
2	2021
1	2036
6	4098
4	3005
7	2245
6	1853
1	2296
1	1930
3	3679
6	2207
6	2152
6	1197
6	2039
7	4258
5	2188
4	1631
2	3999
2	4780
118B1FS18AE106006900000NT	
5	4195
3	2443
6	3444
2	3443
2	2428
2	3111
7	3827
7	1724
7	2094
1	1776
3	3681
4	2214
5	1675
5	1847
5	2145
1	6050
1	1665
1	1820
7	1814
6	2390
7	1914
1	2923
1	1801
1	2160
5	1807
6	1989
3	1765
3	1933
1	2427
4	1481
6	3278
4	2907
4	2084
1	3277
5	2602
7	2614
1	1644
1	4952
1	2014
7	3383
3	4333
7	2789
6	1646
6	3083
4	4336
1	3920
1	1713
4	4018
3	1838
1	4948
4	4980
3	1662
3	3081
3	3437
3	2525
2	1907
5	2273
2	4753
5	2214
3	3894
4	4010
5	3453
7	1386
1	1428
1	1808
1	1329
4	2806
6	1994
7	2523
1	1602
1	2151
2	3814
4	1749
7	1381
1	1088
1	1444
3	1616
6	1705
5	3264
7	4363
2	1671
3	3214
1	1544
1	3648
6	2448
3	1966
5	3991
3	2274
3	3598
5	4520
3	2783
7	1861
3	1560
5	3482
7	2465
7	2247
2	1850
2	3693
3	2598
6	2733
5	2594
1	1611
1	2644
2	3036
3	3550
4	2278
5	1977
7	1413
3	2238
3	1610
6	3175
7	2342
6	2661
3	2047
6	2277
2	2493
5	2404
3	2556
3	2944
6	1833
6	5828
7	2437
4	1757
2	2071
6	2550
3	1981
6	1970
4	4806
4	2355
6	2721
7	4060
2	2067
4	2243
7	2354
4	1977
6	1777
2	3300
6	7477
3	2404
2	2459
4	1896
1	1826
6	2414
3	2297
4	1623
6	1861
3	2180
4	3320
7	2108
3	2246
4	1395
7	3132
3	3281
1	3234
1	1778
2	2927
120B1FS18AE057004400000NV	
2	5015
1	3662
4	3288
2	2536
7	3078
6	3263
4	1768
7	1877
7	4739
1	4999
1	5387
4	4075
5	4204
5	5121
5	4890
3	5565
1	5112
4	5513
7	1859
6	4765
6	2073
5	3197
2	6874
3	3344
6	4178
6	2817
6	4273
4	5854
1	3361
3	3043
1	2015
1	2455
1	4745
6	2236
2	3195
1	3314
1	1921
1	5249
4	1655
6	4333
5	2796
7	4358
3	2436
1	2619
7	2864
6	1942
6	2471
2	4240
5	4007
4	4793
6	4869
5	6910
6	3261
5	3611
6	4242
6	3275
3	3034
4	2005
3	3733
7	4453
2	3023
7	2521
6	3408
1	2018
1	3730
5	4567
4	3614
3	3776
3	5647
6	4537
3	6146
5	2198
3	2193
6	1771
4	2779
2	2502
5	2697
3	3451
1	1963
1	3625
3	4175
6	1845
2	3459
6	3629
4	6300
3	2535
6	3765
5	1798
3	2627
4	2677
5	3127
5	3545
6	4300
6	3580
4	2388
3	2623
3	4089
1	2040
7	4020
3	3155
6	4502
4	3176
1	4616
1	2978
7	2412
4	2254
7	4937
6	2893
2	1947
2	3096
6	3226
4	2611
4	1686
5	5029
3	3331
5	3396
4	3333
1	2370
2	3294
5	3132
7	3830
6	3093
6	7713
5	2238
4	2718
3	3432
4	4271
1	2583
5	2664
6	3004
5	3044
5	2230
1	3105
1	2608
3	2790
6	3815
7	1423
6	3678
5	4774
1	3356
5	2680
4	1825
6	4643
7	2419
2	4172
1	2951
5	4559
6	2477
1	3899
3	3907
3	4567
6	5414
4	2882
6	1781
2	3713
2	2936
122B1FS19AE056004500000NT	
1	4163
1	2007
4	3605
7	2702
7	3381
7	2626
2	8894
3	3420
3	3789
3	2465
4	2984
4	2856
6	3198
7	2077
6	2796
1	2822
1	4389
1	1509
6	73
7	2229
6	2336
1	1702
1	4951
6	1590
2	4230
1	4740
2	2315
6	1988
0	0
6	3204
2	6248
1	2398
3	4219
6	1726
2	6695
2	4249
1	4506
2	2011
1	3328
6	1579
6	3377
7	3680
1	3015
1	3108
5	4232
7	2815
4	2935
6	5250
3	2401
1	1724
1	2160
1	1838
1	1383
6	2932
7	2719
2	2969
4	2543
2	3052
1	2795
3	3186
7	2096
4	2188
4	2687
2	3570
3	2959
5	3184
6	5519
3	2995
4	3409
2	6088
2	2483
2	3154
1	1952
4	2456
1	2995
2	2790
2	3055
3	3910
2	1712
2	1722
6	2334
3	2840
3	4649
5	3486
3	2210
5	2976
4	2311
5	2031
3	4445
4	4442
1	2809
4	4590
2	2145
5	2377
1	2245
5	2951
7	2671
3	4594
1	2360
1	2827
1	4322
2	3773
3	2136
2	3758
4	2066
4	2412
5	2084
4	2315
3	2405
3	1399
2	4061
5	3462
4	2552
4	2383
1	2002
1	2809
1	3535
7	2071
6	2859
6	2971
2	1841
2	2374
2	1903
3	2872
3	2559
2	2219
1	3029
1	1545
1	2513
7	2171
7	2646
7	2291
1	1785
1	1866
5	2588
6	3314
6	1841
7	2843
2	2384
2	3322
3	1910
6	2774
7	3216
6	2737
5	3503
5	3169
5	5160
5	3467
6	2127
6	2564
2	4218
3	4234
3	3378
5	2577
5	2756
4	3127
123B1FS25AE030007400000NT	
3	4479
2	2252
5	2621
3	6949
2	3471
2	2470
6	4020
7	4341
6	3665
2	2007
2	1784
3	6907
5	6501
5	2567
6	6546
3	2883
1	2739
5	4104
2	3185
6	2107
5	3821
5	4473
2	2070
1	4849
2	4011
0	0
2	2999
4	6880
5	6052
5	2073
2	2152
2	3228
5	1928
5	1978
4	3398
3	2714
6	7013
3	3081
5	3866
4	1679
3	5158
0	0
3	6682
4	4423
5	3687
5	2240
4	2513
2	2917
4	3215
3	2031
4	6647
5	5194
4	2977
6	2660
6	2726
4	4399
5	3053
3	5695
4	2590
0	0
3	2998
2	3139
4	2822
5	3555
6	2686
5	2446
3	8339
3	3155
4	1836
5	5715
5	5384
4	3366
4	3137
7	1670
3	2515
1	2692
3	4563
3	2157
5	1872
3	3067
6	4683
5	3351
6	1615
5	1379
5	2849
5	4438
4	3062
4	6196
3	6588
3	3341
5	2777
5	2970
5	4664
2	4076
3	3675
3	3011
4	3722
3	2742
5	2904
5	3542
5	1888
6	2665
3	5715
2	5064
5	3724
4	6055
5	4321
5	2742
2	3583
6	4516
5	4811
4	5849
2	4353
3	1518
4	9306
2	2865
2	7888
7	5054
4	2498
4	3195
5	6706
4	4793
5	3793
5	4073
0	0
4	1805
4	2227
4	2566
2	3312
5	4026
3	3206
5	3425
4	7843
5	2727
7	3453
5	4305
4	3096
3	3483
4	4335
1	3370
2	4487
4	2961
5	3361
5	3127
7	2925
6	2354
6	5360
5	293
2	3119
2	2731
5	3822
3	4125
1	4833
0	0
3	2473
4	3917
126B1FS20AE089009900000NV	
0	5350
0	2242
2	1798
2	2499
2	1888
6	2602
4	2249
4	2589
2	1808
2	2329
2	2769
6	1687
2	2458
6	4653
7	4769
2	2725
3	2251
2	5671
4	2828
6	2921
7	1311
0	1908
0	4990
2	3981
4	1409
7	3342
7	5386
2	4681
7	4089
3	3428
0	3356
6	1612
2	4211
7	2079
0	3324
0	6767
7	4683
2	2638
6	2343
4	2546
2	1708
7	2204
2	2820
0	4226
2	4403
7	5414
7	4155
6	5120
6	2417
3	1636
2	4113
3	1514
7	5429
3	4574
3	3715
3	6481
2	3529
7	1893
3	6123
3	1978
6	2731
3	3867
6	3885
4	2642
4	2605
6	3913
6	2325
2	6269
2	4803
3	2342
7	2736
3	2045
2	3849
3	1867
1	2751
6	1827
5	3187
3	2925
3	1161
6	2296
3	8911
4	1461
1	7210
1	2200
7	1614
7	2071
4	4752
2	2481
3	2499
6	3455
4	1917
6	3374
7	2145
6	1567
7	2624
3	4077
3	8591
0	4822
3	3176
6	2590
6	5132
6	2721
6	2113
3	3388
6	4879
2	5814
2	3444
3	3790
7	1590
2	3209
7	4152
7	1798
7	2523
7	2912
6	2263
3	2586
3	2577
3	697
3	2673
2	1830
7	2348
4	2671
4	2074
6	1993
0	3639
0	3143
3	2137
2	2615
2	141
7	2140
4	1368
4	2011
2	1482
0	5383
0	4192
7	4460
4	3097
7	1486
6	2158
6	2766
6	1575
3	2739
3	1329
7	2380
4	2107
7	6148
4	3505
2	3602
2	4032
2	4529
7	2372
7	3826
7	4087
6	1741
3	6431
0	0
127B1MS19BE054004400000NV	
1	2129
7	2003
3	3635
1	2560
1	1440
2	2981
7	1290
7	1060
5	3477
7	3419
7	1764
7	1278
2	2976
3	1652
2	1477
7	1643
7	2388
4	1896
1	1997
1	1759
1	1579
7	2641
7	1531
5	3679
3	4086
4	2571
3	2845
4	2922
4	2056
4	1358
6	1456
7	2002
3	2942
7	1210
4	4188
6	2521
2	3147
3	3443
6	1563
4	2282
4	1880
3	1589
4	1785
4	1617
7	3197
3	1441
4	1517
4	2588
4	2678
6	3551
5	2727
5	1952
5	3372
5	1098
4	1328
5	2210
4	1381
6	2619
5	4022
5	1984
3	2807
6	4123
6	2527
5	1839
3	2890
4	3162
2	2632
3	1973
1	1686
2	1901
7	1882
6	3806
5	1837
7	3222
4	3951
4	3028
7	1994
7	1706
4	3807
7	3220
5	1578
3	2390
1	3939
3	1260
6	2416
6	2503
5	2466
2	3636
3	3640
2	4790
4	2826
4	2126
4	8
6	3447
6	3712
4	38
1	2240
7	1735
4	2419
3	4231
4	3909
5	4161
6	1481
6	1269
4	4072
5	3174
5	2013
5	1632
6	3752
6	5526
2	2071
4	3154
7	1869
6	3484
4	2830
6	5160
4	4996
3	6328
5	4192
4	1955
6	2976
5	1730
5	1750
5	2423
4	3369
3	3611
3	2209
2	2820
5	2114
2	2142
2	1943
3	1936
4	994
4	1803
2	2214
3	2046
3	2708
5	2484
1	1505
6	1964
4	3228
2	5843
7	1984
2	2175
7	1411
7	2741
5	2163
4	2304
5	3262
6	1832
6	2582
6	2133
4	2732
4	6363
3	2512
4	3051
128B1MS19AE078008700000NT	
2	4083
4	6344
7	2372
6	3276
6	1532
6	3127
5	1921
5	1560
5	2219
0	1517
0	4787
0	3971
4	1470
4	2335
7	2504
2	2683
2	1892
0	2808
3	1639
4	2876
4	3354
0	3174
0	2077
0	2943
6	4304
2	1708
0	0
4	2421
6	3229
7	1527
5	2550
5	2137
4	2990
3	2023
3	2068
3	1831
7	4907
6	2570
6	6611
3	1395
4	1770
7	1448
2	2514
3	6441
0	2451
4	2002
7	1852
2	3246
2	2666
2	4312
2	5234
4	1991
2	1923
7	2945
4	1126
4	2168
3	3053
6	1145
6	3622
7	2403
7	2841
4	1355
4	2529
6	4092
3	1365
6	1730
6	2786
4	2934
6	2228
6	2974
2	1802
2	2807
4	1513
5	1317
3	2285
0	2225
6	1867
7	2649
3	2125
6	3562
5	3513
7	4660
6	1864
3	2626
4	2604
4	2004
4	2127
3	2131
3	2544
3	2754
6	1672
4	1995
4	1232
2	2604
2	1524
6	1579
4	1878
7	1712
4	1583
3	2608
3	3270
6	1408
2	3124
4	2341
4	733
3	1349
6	2934
6	1924
7	2637
6	1535
4	2845
3	1970
2	2023
2	2024
7	3293
4	1893
3	2179
4	1570
6	2061
2	4652
2	3478
6	3832
3	1982
4	1171
4	1967
4	1446
2	2221
3	2404
3	2340
4	2167
4	598
4	1573
2	1440
3	2947
2	1671
3	1806
4	2186
4	1459
2	2862
3	2393
4	171
7	3374
4	1225
4	2945
2	1401
2	2106
4	2572
4	2489
0	0
4	2036
3	2692
6	3307
2	1548
7	41
2	2333
6	1865
129B1MS18AS109070800000NT	
0	4233
0	5158
5	3883
4	4218
2	5212
2	7279
5	4192
5	2085
2	4823
0	2791
0	3094
2	4008
2	4279
4	3741
3	4069
2	3691
0	2982
6	3288
4	3008
2	5002
2	5355
2	3293
0	3233
6	3202
7	4689
5	4203
5	3479
0	3619
2	6639
2	2574
4	4980
5	3842
5	4066
2	4751
5	4380
7	7127
5	7893
2	3719
4	4494
3	2922
4	2466
7	2972
0	3493
0	3667
6	2707
7	3723
2	5879
5	3837
0	5288
2	6689
1	3327
5	5188
4	3706
4	4754
2	4394
0	0
6	2781
3	7563
2	5599
2	3431
2	5488
2	4246
4	4844
6	4485
4	4145
5	3452
7	4419
7	5331
6	3359
3	4567
3	116
4	4694
7	5271
5	2447
6	3413
2	3090
5	2571
4	2650
7	9043
6	2334
5	2369
3	3959
3	3184
0	2879
7	4867
3	7646
0	6197
4	4481
6	5952
4	6194
0	0
4	4277
5	3364
0	2197
0	3881
2	4641
0	3773
5	3437
0	5231
0	3320
0	1500
0	3022
4	4628
4	4363
2	6482
0	3076
2	4145
3	3379
4	5647
2	3129
5	2808
2	6900
0	3294
2	3226
7	4137
3	4172
4	4095
7	3627
6	3611
7	5335
5	3194
5	3417
4	9020
0	7450
2	3488
3	4083
2	6290
0	5532
4	8186
5	4173
5	3509
5	5032
3	3314
2	4130
6	3766
4	4402
7	3163
7	5189
6	4007
7	3487
5	3337
2	4901
2	6197
0	3947
5	3108
4	5898
5	4004
7	4355
2	3204
2	4527
6	3354
3	3703
7	3905
4	4447
2	4096
3	4603
131B1FS18AE067007800000NV	
5	506
5	757
5	767
5	890
5	852
0	5982
0	3532
5	943
5	3754
3	7975
5	582
0	1500
5	708
5	747
5	6357
5	1974
0	3307
5	895
0	1785
0	1047
0	2223
5	875
0	1028
2	1669
0	1369
0	3934
2	8422
0	1749
5	7018
0	1496
5	1959
5	880
5	1140
5	1110
4	2229
5	190
4	4233
0	2808
0	1449
5	1984
5	809
0	1445
0	1431
0	1995
5	1206
0	653
2	3777
5	4337
0	1266
5	785
5	1814
5	798
5	665
5	666
0	2637
0	6734
0	2594
0	840
0	3028
0	3217
5	2297
0	1477
5	749
5	2564
5	2289
0	1476
5	1558
0	5184
5	1198
5	933
5	798
5	2038
0	2987
3	3569
6	1558
3	1642
3	2578
5	1739
2	2260
6	1441
6	1964
2	1211
7	4038
7	2343
3	1401
4	2957
6	610
3	3161
4	1994
4	842
7	912
4	1239
7	1264
4	2550
4	803
3	1162
4	2106
3	2624
7	3135
2	938
6	1047
5	4737
6	2913
6	2233
7	984
6	1262
4	1123
3	2546
6	2568
6	1737
7	1110
7	1546
6	2582
3	3586
2	3083
2	4596
2	1530
2	2892
3	1610
3	2001
7	1259
4	1048
4	3549
6	1207
4	2150
3	4693
3	2179
3	1195
3	1489
4	6148
6	2119
3	4989
6	1156
6	987
2	912
3	542
3	3013
2	2997
0	0
6	1148
6	1063
6	1683
3	3579
7	2542
6	2421
7	7429
6	2737
7	1218
3	90
7	3159
6	3413
6	2543
7	1644
3	1030
3	1387
3	2090
132B1MS22WE088008900000NV	
5	2886
5	2372
6	4606
4	1605
5	1732
3	3807
7	3990
6	1593
6	5003
3	2168
1	2746
1	2141
6	5331
7	1253
7	2876
1	1634
2	3431
5	4428
6	3111
6	4821
6	2498
3	4399
1	5501
3	1435
5	5257
4	3248
4	2480
5	5057
4	3299
4	2289
3	1781
3	2581
3	1354
5	2063
3	1611
5	1759
3	2097
4	5177
3	4251
5	6372
6	3394
6	1794
1	4561
3	5189
3	3583
1	701
6	2453
6	1968
4	1947
3	3820
2	4557
6	2625
6	3908
6	4900
4	2137
4	2222
5	2145
5	8115
5	3105
6	1897
4	2158
4	5262
4	2486
3	4171
4	1662
4	3150
6	2857
6	2076
4	1456
1	1805
4	3712
1	3887
4	2839
6	8536
2	1401
2	2881
4	1931
4	1484
3	3947
3	4809
5	4324
4	2180
3	3286
3	2803
6	3075
4	3638
4	3564
5	2876
5	3212
5	2087
7	2100
5	1555
6	1954
5	2288
5	2341
4	2378
6	3636
6	2693
6	1883
2	2138
1	2716
3	2324
2	4630
3	2000
5	6630
5	1385
3	1393
6	2102
4	3820
3	2877
6	1938
5	2225
6	2104
6	4460
3	1179
4	3243
6	2570
5	2823
4	4095
5	1726
6	2324
2	1185
5	4009
3	6945
2	4323
5	3247
2	2154
1	2826
2	2643
7	2665
6	1331
6	3916
3	3912
5	2312
2	1864
6	4234
5	2413
5	3835
7	2788
7	1768
6	2987
2	1777
3	2620
2	1783
6	4798
7	2095
6	1867
3	2042
3	3135
2	1981
4	2566
5	5934
5	1920
5	3974
3	2185
4	2347
135B1FS19AS064006400000NT	
5	7480
5	2152
5	1882
0	2656
0	2382
0	2822
5	1867
5	2438
5	1694
0	3091
0	2999
0	2890
5	6230
5	855
7	3478
4	2002
0	3785
4	1896
0	6648
5	1482
5	4326
0	5216
0	1156
4	1149
0	3181
0	1318
0	2026
4	1793
4	2491
0	5990
5	2572
5	1689
0	2453
0	1417
7	7051
5	2629
0	1397
0	1099
0	2998
4	1539
5	4574
7	5338
0	483
0	2930
4	3259
4	2320
0	2789
0	2384
5	2245
0	2503
5	1270
0	4378
0	1366
5	1552
5	2286
0	2716
4	2430
0	1282
0	1828
0	3082
5	2632
4	6817
5	2386
0	2562
0	2431
4	2753
5	1868
5	2748
5	1979
0	1289
4	2686
5	595
3	3229
5	1984
2	1470
2	1789
6	1207
6	4845
0	1151
0	1586
6	1569
3	1350
2	1251
6	2892
2	4807
5	2720
6	834
4	2710
7	2150
4	1890
5	3168
5	1604
2	2684
4	3322
4	5651
0	3186
3	3468
3	2118
3	2822
4	762
4	2198
4	164
4	3374
6	3179
5	1854
4	1796
3	2217
2	3238
6	700
4	4022
5	2305
6	2793
4	2832
4	3128
4	5194
6	5459
6	1504
4	2524
2	1102
7	2819
5	2222
4	2233
3	1272
4	904
2	1885
7	2339
3	2302
2	1028
2	1290
5	1969
2	490
7	2873
4	2239
3	2350
2	1430
4	891
5	2043
4	1629
6	3921
6	1504
5	1478
4	4581
4	5440
7	5493
4	3245
2	3095
5	2319
5	1942
7	2130
5	1466
5	4725
4	2430
3	3706
4	2334
3	2467
6	8437
139B1FS20YE033004300000NV	
0	1618
0	2519
0	2376
5	1351
0	1466
5	3722
0	1698
5	4497
5	2027
0	2258
0	1467
0	4298
0	3307
5	4966
5	1319
5	5670
0	5365
0	4629
5	1818
5	2822
0	2575
0	2786
0	2612
0	1831
5	2407
0	2174
5	1781
0	2144
0	1798
0	2915
0	2201
0	1013
0	4103
5	3333
0	2444
0	2319
0	3316
0	2507
0	2694
5	2696
0	4062
5	2206
0	2212
0	2390
5	4364
5	2155
0	7372
0	4426
0	6562
0	2286
0	1488
0	2236
0	1527
5	2073
5	2138
0	6240
0	2925
0	1642
0	1577
5	4071
5	2869
5	3681
0	3199
0	1420
0	4465
0	3483
5	1803
0	2639
0	1531
0	838
0	2885
0	6001
2	4692
4	1992
0	1612
2	2804
4	1464
4	2111
3	2422
3	1978
4	1597
3	1622
2	2360
2	2451
1	1157
0	2838
1	2069
0	1918
0	1624
0	2807
1	1339
0	1672
1	2295
0	1375
0	1629
0	1337
1	1614
0	1945
1	1724
0	4306
0	1431
0	123
1	2393
0	1365
1	1538
0	1436
0	5496
0	1756
0	1622
1	6918
0	154
0	1243
0	1598
0	1438
1	1898
0	1817
1	1481
0	2122
0	3168
0	3686
1	4727
0	1798
0	3259
0	1892
0	1694
0	3557
0	0
0	1625
0	2076
1	3600
1	1460
0	2795
1	4412
0	2452
0	7675
1	2122
1	4423
0	2388
1	1442
0	1607
1	1599
0	1082
0	2923
0	1493
1	2281
0	1817
1	1660
0	1709
0	1549
0	3970
0	1716
0	1424
1	3966
1	1944
1	6051
0	2250
140B1MS20MS067004200000NV	
5	1590
2	5563
2	2412
6	3019
7	3439
3	5079
7	4947
6	1662
7	1642
1	2186
2	3214
1	3521
5	1518
7	1868
4	2943
0	0
3	6763
1	2278
6	2439
1	2790
1	2461
5	2334
1	1220
7	3242
3	3937
5	3808
1	2899
5	4084
5	1139
6	8753
1	2838
1	1568
1	3790
7	6953
1	2602
1	3181
6	2181
5	2993
4	2354
4	4864
2	5482
1	1717
4	2882
5	3064
5	1875
3	1401
4	2341
4	1384
1	2827
2	1980
4	3185
7	2254
4	3239
1	1630
0	0
1	2985
3	2608
7	3678
3	1781
4	4120
7	3711
4	2876
4	2487
7	4335
5	5416
1	8
4	3221
3	4105
3	3296
1	859
4	5064
4	1887
3	1965
7	4265
4	8880
6	2893
6	1282
5	2117
3	3238
5	3342
5	4658
5	903
4	1856
4	5399
3	2937
7	3732
2	5066
5	5338
4	3062
5	1552
2	2606
4	2935
7	3651
3	6265
0	0
5	2063
6	3089
5	2782
7	3403
1	6159
4	8255
3	1651
3	4993
4	6166
5	3822
4	2677
5	2975
3	6522
7	2790
3	6028
7	2005
1	3203
1	2995
1	3560
5	2720
4	3135
6	3432
4	3154
4	4374
5	7635
2	3410
1	1614
3	5450
7	1270
5	4006
7	1428
1	5977
1	2189
1	2253
7	2568
5	3781
7	2797
2	2182
1	3626
1	1772
7	2274
6	2968
6	2576
4	7112
4	4904
5	2617
3	6051
4	2979
4	7463
2	4816
2	5763
1	2958
6	3944
2	3776
2	2250
2	5796
1	1229
3	8241
7	4809
7	3152
7	2933
148B2FS22AE075009200000NV	
6	4215
5	1497
3	1847
3	3766
5	3225
5	5092
4	393
1	3358
4	2139
3	1510
5	2945
6	3691
5	5577
5	9134
7	3140
5	2871
7	5049
4	3011
6	3046
4	2082
3	2742
4	2776
4	2473
5	3906
4	2532
4	5606
5	3135
5	1748
5	2569
3	2115
6	2465
2	2118
6	4244
1	3076
6	833
2	2485
7	2752
6	3090
6	3664
5	2457
7	1691
5	3166
7	2447
2	2992
4	2795
7	4290
7	2205
7	1488
5	2189
5	2474
7	2228
6	3056
5	1788
5	3121
5	3310
5	1317
4	1848
5	3909
6	3287
4	2699
4	3618
4	4349
4	1319
6	2103
5	4685
5	9809
3	3743
5	4463
4	8905
3	1894
7	1503
5	2283
4	2333
6	3592
2	1768
3	4948
4	1340
6	4295
1	1250
1	1011
1	1297
4	4116
4	2837
5	3437
6	3313
5	1201
4	2114
3	1329
3	2410
4	4483
2	3363
6	1707
5	1704
4	3417
6	706
4	2158
5	980
1	2464
5	1682
5	2627
7	3189
6	2923
6	2941
1	1541
4	3319
4	1645
5	2000
5	2000
5	1516
4	1986
4	2692
2	2935
5	1649
3	2139
5	1215
5	3975
4	1827
4	2562
5	5805
5	1348
6	2953
3	626
5	1889
4	1767
6	3166
5	1333
5	2512
5	2225
5	955
5	1883
3	770
4	3277
2	4127
5	1193
5	1742
4	3508
5	3067
5	1401
6	3121
6	3387
5	5335
3	1788
1	2524
4	1794
5	1955
5	1903
6	3615
4	3043
4	425
4	2297
6	7202
2	2273
5	2255
6	2742
6	2172
5	1599
149B2FS19AE077008700000NT	
2	1566
7	2013
7	896
1	3289
5	1198
4	2825
2	665
4	991
4	960
1	1016
7	1961
1	1423
6	999
5	358
3	934
6	1529
1	2405
3	1181
7	108
6	1694
1	398
2	2912
2	888
2	97
7	1208
4	2990
3	845
3	2560
5	2254
3	2478
5	2705
6	316
7	835
5	1588
1	1594
2	724
7	227
1	1896
2	3057
5	1139
2	173
7	7078
4	418
6	1161
3	2437
4	1801
4	954
6	1509
7	1318
4	5147
5	1543
2	2326
2	1519
2	2660
6	1172
2	901
2	1391
3	848
2	2283
1	1125
5	809
6	4712
5	4135
4	1401
1	4493
4	3435
7	1661
6	1154
2	2656
7	1784
5	413
1	869
6	1502
7	768
4	1198
3	5942
5	2093
6	784
4	1441
2	2501
7	1001
6	998
3	2296
7	712
1	1456
7	1928
2	1436
4	3228
5	1245
5	2108
3	2696
6	1877
7	1521
4	3595
4	2305
4	1112
1	1071
6	3086
5	848
5	7086
6	5898
1	167
4	4254
7	1412
7	5036
4	1704
1	2265
4	1267
7	1209
4	3510
6	2568
5	3405
2	2088
5	1664
5	443
6	5868
1	1706
4	2708
6	2649
5	1351
7	3732
2	3369
4	1426
1	2773
6	992
5	2260
5	3833
1	958
2	1581
6	1731
6	5354
6	1838
2	1992
7	1916
4	4395
1	1103
4	2231
2	1514
1	1342
2	1483
1	2395
5	1438
6	2807
7	4579
6	2003
4	2421
5	284
5	2378
6	790
3	4715
5	270
1	2351
0	0
7	1350
6	1136
1	2593
150B2FS19AE045007900000NV	
1	3481
7	2251
3	3585
4	4619
4	1875
3	3770
7	3433
1	2577
7	4574
1	2405
4	3068
3	2976
6	3597
4	4054
5	3218
3	3686
4	2169
4	2215
4	2631
3	2365
3	2877
2	5223
4	3231
3	2525
7	3520
6	3330
6	3849
4	3765
3	5121
5	3808
3	3638
1	5076
4	3756
1	5116
5	3368
4	4132
1	2880
1	1932
1	4148
6	3792
6	2363
7	2286
7	2047
1	3225
1	3416
7	2180
7	2059
6	3624
4	2518
2	3710
3	4138
3	4142
5	2926
5	2197
5	2400
5	3106
1	4552
3	3963
4	3829
4	3400
3	4990
6	3832
6	2263
6	2633
1	4070
1	4347
3	2610
1	3147
1	3144
7	2807
7	3019
2	3419
7	4814
7	2079
3	5874
6	4706
5	6264
3	4396
3	3141
1	2491
4	4344
3	3194
2	2180
6	2818
3	2123
3	2207
4	2287
5	3666
6	2489
6	2337
1	3521
3	2528
4	3028
4	3732
1	2200
4	1828
1	4084
3	3987
4	2305
1	3096
3	2551
4	2857
3	2059
6	3573
4	4633
5	2579
6	2100
5	2073
1	3095
1	2211
3	2987
5	4117
6	2090
7	2121
4	2751
3	6034
4	3664
4	4075
7	3205
5	5551
4	2247
3	3095
4	2830
7	3757
5	4092
3	3382
1	3469
1	3651
2	3109
5	2240
7	2137
6	2575
1	3093
5	4313
3	3918
6	1933
6	3301
6	3712
1	3087
1	2535
1	3948
6	2474
6	2909
6	2557
3	2701
1	2558
2	1964
7	2708
6	2875
7	2743
7	3398
2	3102
7	2547
4	2159
3	3962
3	2888
151A1MN20YE000000002122NV	
6	2357
4	9095
4	2232
1	5674
4	1165
6	3403
6	1810
2	1411
4	1580
4	2632
3	2489
1	2104
4	1244
4	825
4	5688
4	5103
1	3136
4	3612
1	2965
1	1971
1	3214
4	5764
6	1569
1	3560
4	2973
2	2997
4	1442
4	1425
4	3244
1	3572
2	7358
2	1694
4	865
4	1650
2	2066
4	819
5	4839
2	2191
1	2205
6	3186
6	1040
4	1056
4	2707
1	4752
6	1137
6	988
1	3332
2	1980
4	1735
6	936
6	1312
4	3117
5	4627
1	4642
4	3871
6	2720
6	6167
4	1044
2	2070
5	5132
5	1768
4	2886
1	2173
6	4051
4	2282
6	1986
5	1617
3	2184
5	1377
4	1722
3	2074
4	1585
6	1803
4	1952
3	2896
1	1903
4	1600
0	0
1	3484
2	3365
2	2102
5	1535
5	3473
4	1517
5	2593
2	1911
5	3165
1	1814
2	3639
6	1225
2	3225
4	1760
5	5964
3	1891
6	3361
3	1994
1	3315
2	2323
2	1885
5	3825
2	2925
3	8206
5	4267
5	1119
6	1417
2	5732
3	3998
1	1883
3	3237
6	1324
3	2584
2	3457
3	6191
3	6478
2	2950
1	1709
